,FISCAL_YEAR,ATS.SYSTEM.CODE,LOCATION_CODE,LOCATION_NAME,BEDS.NUMBER,schoolType,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,lat,lon,economicneedsIndex,povertyPercentage,percentFemale,# Male,percentMale,# Asian,percentAsian,# Black,percentBlack,# Hispanic,percentHispanic,# Multiple Race Categories Not Represented,percentMultiracial,# White,percentWhite,# Students with Disabilities,percentDisability,# English Language Learners,percentELL,# Poverty,totalEnrollment
458,2018,09X505,X505,"Bronx School for Law, Government and Justice",3.21E+11,DOE,General Academic,Secondary School,8/4/1997 0:00,Open,X460,244 EAST 163 STREET,1006660,240754,204,16,18302,2024450006,BX14,East Concourse-Concourse Village                                           ,Johanie Hernandez,PRINCIPAL,718-410-3430,718-410-3950,9,HS03,NULL,NULL,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 4- Affinity Group,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED",40.827461,-73.919024,0.87,89.9,55.9,340,44.1,9,1.2,190,24.6,550,71.3,15,1.9,7,0.9,162,21,80,10.4,693,771
459,2018,09X517,X517,Frederick Douglass Academy III Secondary School,3.21E+11,DOE,General Academic,High school,7/1/2000 0:00,Open,X148,3630 THIRD AVENUE,1010829,242956,203,16,14701,2029250001,BX01,Claremont-Bathgate                                                         ,JUMEL CARLOS,PRINCIPAL,718-538-9726,718-538-9796,9,HS09,NULL,NULL,Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 1- Bronx,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",40.833493,-73.903951,0.924,86.8,41.3,249,58.7,4,0.9,183,43.2,222,52.4,8,1.9,7,1.7,93,21.9,60,14.2,368,424
460,2018,09X525,X525,Bronx Leadership Academy High School,3.21E+11,DOE,General Academic,High school,6/5/1996 0:00,Open,X876,1710 WEBSTER AVENUE,1011097,246511,203,15,16500,2028980001,BX01,Claremont-Bathgate                                                         ,IVAN YIP,PRINCIPAL,718-299-4274,718-299-4707,9,HS09,NULL,NULL,Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 2- Bronx,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",40.84325,-73.902969,0.924,87.3,49.2,296,50.8,3,0.5,183,31.4,382,65.5,5,0.9,10,1.7,169,29,117,20.1,509,583
461,2018,09X543,X543,High School for Violin and Dance,3.21E+11,DOE,General Academic,High school,7/1/2003 0:00,Open,X400,1110 BOSTON ROAD,1010840,240756,203,16,13500,2026340001,BX35,Morrisania-Melrose                                                         ,Franklin Sim,PRINCIPAL,718-842-0687,718-589-9849,9,HS09,NULL,NULL,Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 2- Bronx,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",40.827455,-73.90392,0.938,96.6,78.4,57,21.6,1,0.4,84,31.8,175,66.3,0,0,4,1.5,82,31.1,35,13.3,255,264
462,2018,09X555,X555,Mount Eden Children's Academy,3.21E+11,DOE,General Academic,Elementary,7/1/2012 0:00,Open,X240,1501 JEROME AVENUE,1007429,246415,204,14,20900,2028590077,BX63,West Concourse                                                             ,Jacqueline Radoslovich,I.A. PRINCIPAL,718-294-8155,718-294-8154,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 10- Bronx,NULL,NULL,NULL,40.842503,-73.916084,0.885,91.2,49.5,218,50.5,1,0.2,86,19.9,336,77.8,6,1.4,3,0.7,68,15.7,89,20.6,394,432
463,2018,09X564,X564,Claremont International HS,3.21E+11,DOE,General Academic,High school,7/1/2012 0:00,Open,X410,240 EAST 172 STREET,1008775,245072,204,16,22500,2028170002,BX14,East Concourse-Concourse Village                                           ,ELIZABETH DEMCHAK,PRINCIPAL,718-410-4001,718-410-4038,9,HS12,NULL,NULL,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY",40.839307,-73.911366,0.99,94.5,53.4,178,46.6,29,7.6,90,23.6,245,64.1,3,0.8,15,3.9,16,4.2,307,80.4,361,382
464,2018,09X568,X568,Young Women's Leadership School of the Bronx,3.21E+11,DOE,General Academic,Secondary School,7/1/2012 0:00,Open,X117,1865 MORRIS AVENUE,1009420,248441,205,14,23301,2028270001,BX41,Mount Hope                                                                 ,Lemarie Laureano,PRINCIPAL,718-731-2590,718-731-2595,9,HS08,NULL,NULL,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 2- Affinity Group,HS08,H.S. Network 08 Superintendent Office,"MENDEZ, JUAN",40.848552,-73.909022,0.822,86.2,100,0,0,12,2.6,170,36.6,271,58.3,7,1.5,5,1.1,91,19.6,28,6,401,465
465,2018,10X003,X003,P.S. 3 Raul Julia Micro Society,3.21E+11,DOE,General Academic,K-8,7/1/1995 0:00,Open,X003,2100 LAFONTAINE AVENUE,1014231,249022,206,15,37504,2030620043,BX17,East Tremont                                                               ,DENISE BROWN,PRINCIPAL,718-584-1899,718-584-3590,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.850131,-73.89163,0.915,94.5,52.6,165,47.4,3,0.9,101,29,243,69.8,0,0,1,0.3,69,19.8,45,12.9,329,348
466,2018,10X007,X007,Milton Fein School,3.21E+11,DOE,General Academic,Elementary,7/1/1929 0:00,Open,X007,3201 KINGSBRIDGE AVENUE,1010327,260469,208,11,28700,2057560195,BX29,Spuyten Duyvil-Kingsbridge                                                 ,MIOSOTIS RAMOS,I.A. PRINCIPAL,718-796-8695,718-796-7204,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.881562,-73.905697,0.758,82.1,51.1,371,48.9,36,4.7,47,6.2,620,81.8,3,0.4,52,6.9,96,12.7,170,22.4,622,758
467,2018,10X008,X008,P.S. 008 Isaac Varian,3.21E+11,DOE,General Academic,Elementary,7/1/1958 0:00,Open,X008,3010 BRIGGS AVENUE,1016514,257087,207,11,41500,2032990060,BX05,Bedford Park-Fordham North                                                 ,CLAUDIA TAHIRAJ-SADRIJA,PRINCIPAL,718-584-3043,718-584-7376,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.872259,-73.883339,0.862,86.8,47.7,524,52.3,44,4.4,80,8,801,80,13,1.3,63,6.3,239,23.9,263,26.3,869,1001
468,2018,10X009,X009,P.S. 9 Ryer Avenue Elementary School,3.21E+11,DOE,General Academic,Elementary,7/1/1938 0:00,Open,X009,230 EAST 183 STREET,1012239,251318,205,15,38301,2031500010,BX40,Fordham South                                                              ,JACQUELINE BAILEY,PRINCIPAL,718-584-3291,718-584-7579,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.85644,-73.898821,0.954,92.1,48.6,437,51.4,16,1.9,132,15.5,679,79.9,15,1.8,8,0.9,173,20.4,268,31.5,783,850
469,2018,10X015,X015,P.S. X015 Institute for Environmental Learning,3.21E+11,DOE,General Academic,K-8,7/1/1995 0:00,Open,X015,2195 ANDREWS AVENUE,1009211,252336,207,14,25500,2032240009,BX30,Kingsbridge Heights                                                        ,Tara Edmonds,PRINCIPAL,718-563-0473,718-563-1568,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.859243,-73.909763,0.875,79,54.6,218,45.4,5,1,55,11.5,414,86.3,5,1,1,0.2,96,20,47,9.8,379,480
470,2018,10X020,X020,"P.S./M.S. 20 P.O.George J. Werdann, III",3.21E+11,DOE,General Academic,K-8,7/1/1996 0:00,Open,X020,3050 WEBSTER AVENUE,1017790,256077,207,11,42500,2033300001,BX43,Norwood                                                                    ,CARLA LING,I.A. PRINCIPAL,718-515-9370,718-515-9378,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.869482,-73.878731,0.872,94.8,48.2,555,51.8,99,9.2,117,10.9,776,72.4,22,2.1,58,5.4,263,24.5,259,24.2,1016,1072
471,2018,10X023,X023,P.S. 023 The New Children's School,3.21E+11,DOE,General Academic,Elementary,7/1/1991 0:00,Open,X023,2151 WASHINGTON AVENUE,1013311,250173,206,15,39500,2030370079,BX01,Claremont-Bathgate                                                         ,SHIRLEY TORRES,PRINCIPAL,718-584-3992,718-584-7252,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.853294,-73.894951,0.951,92.2,49,249,51,2,0.4,170,34.8,309,63.3,2,0.4,5,1,117,24,93,19.1,450,488
472,2018,10X024,X024,P.S. 024 Spuyten Duyvil,3.21E+11,DOE,General Academic,Elementary,7/1/1953 0:00,Open,X024,660 WEST 236 STREET,1007721,262419,208,11,30900,2059170140,BX22,North Riverdale-Fieldston-Riverdale                                        ,Steven Schwartz,I.A. PRINCIPAL,718-796-8845,718-796-7243,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.886922,-73.915114,0.262,26.6,48.2,474,51.8,81,8.9,58,6.3,387,42.3,43,4.7,346,37.8,118,12.9,41,4.5,243,915
473,2018,10X032,X032,P.S. 032 Belmont,3.21E+11,DOE,General Academic,Elementary,07/01/1899 12:00:00 AM,Open,X032,690 EAST 183 STREET,1015727,249604,206,15,39100,2030850001,BX06,Belmont                                                                    ,Rebecca Lew,PRINCIPAL,718-584-3645,718-584-7927,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.851724,-73.88622,0.95,98.7,54.1,376,45.9,6,0.7,178,21.7,611,74.6,6,0.7,18,2.2,186,22.7,139,17,808,819
474,2018,10X033,X033,P.S. 033 Timothy Dwight,3.21E+11,DOE,General Academic,Elementary,07/01/1899 12:00:00 AM,Open,X033,2424 JEROME AVENUE,1011560,253233,205,14,23900,2031880020,BX40,Fordham South                                                              ,LYNETTE SANTOS,PRINCIPAL,718-584-3926,718-584-7004,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.861698,-73.901268,0.949,90.6,50.5,455,49.5,9,1,98,10.7,786,85.5,16,1.7,10,1.1,189,20.6,228,24.8,833,919
475,2018,10X037,X037,P.S. X037 - Multiple Intelligence School,3.21E+11,DOE,General Academic,K-8,7/1/1994 0:00,Open,X037,360 WEST 230 STREET,1008117,259145,208,11,29302,2057160725,BX29,Spuyten Duyvil-Kingsbridge                                                 ,KENNETH PETRICCIONE,PRINCIPAL,718-796-0360,718-796-0054,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.877935,-73.913694,0.865,85.3,45.7,351,54.3,13,2,139,21.5,473,73.2,9,1.4,12,1.9,178,27.6,99,15.3,551,646
476,2018,10X045,X045,Thomas C. Giordano Middle School 45,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,7/1/1912 0:00,Open,X045,2502 LORILLARD PLACE,1015501,252032,206,15,38700,2030670001,BX06,Belmont                                                                    ,ANNAMARIA PERROTTA,PRINCIPAL,718-584-1660,718-584-7968,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.858389,-73.887026,0.936,97,49.4,359,50.6,14,2,111,15.6,548,77.2,6,0.8,31,4.4,131,18.5,143,20.1,689,710
477,2018,10X046,X046,P.S. 046 Edgar Allan Poe,3.21E+11,DOE,General Academic,Elementary,7/1/1911 0:00,Open,X046,279 EAST 196 STREET,1014563,255230,207,15,40501,2032950001,BX05,Bedford Park-Fordham North                                                 ,JENNIFER ALEXANDER ADE,PRINCIPAL,718-584-4450,718-584-7402,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.867169,-73.890402,0.949,91.9,50.1,460,49.9,20,2.2,117,12.7,753,81.8,7,0.8,24,2.6,217,23.6,363,39.4,846,921
478,2018,10X051,X051,P.S. 051 Bronx New School,3.21E+11,DOE,General Academic,Elementary,5/5/1992 0:00,Open,X781,695 EAST 182ND STREET,1015513,249218,206,15,39100,0,BX06,Belmont                                                                    ,Min Hong,PRINCIPAL,718-733-0347,718-733-5142,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.850674,-73.886997,0.835,89.4,45.2,119,54.8,4,1.8,77,35.5,129,59.4,2,0.9,5,2.3,33,15.2,8,3.7,194,217
479,2018,10X054,X054,P.S./I.S. 54,3.21E+11,DOE,General Academic,Elementary,7/1/1999 0:00,Open,X054,2703 WEBSTER AVENUE,1015245,254394,207,15,40502,2032780014,BX05,Bedford Park-Fordham North                                                 ,Marybelle Ferreira,PRINCIPAL,718-584-4203,718-584-4326,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.864872,-73.88794,0.94,97.3,51.5,235,48.5,14,2.9,113,23.3,351,72.4,2,0.4,5,1,89,18.4,112,23.1,472,485
480,2018,10X056,X056,P.S. 056 Norwood Heights,3.21E+11,DOE,General Academic,Elementary,7/1/1915 0:00,Open,X056,341 EAST 207 STREET,1018843,258264,207,11,42902,2033510001,BX43,Norwood                                                                    ,M Oneill,PRINCIPAL,718-920-1100,718-920-1105,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.875481,-73.874912,0.894,84.9,47.3,371,52.7,147,20.9,52,7.4,449,63.8,14,2,42,6,167,23.7,121,17.2,598,704
481,2018,10X059,X059,P.S. 059 The Community School of Technology,3.21E+11,DOE,General Academic,Elementary,7/1/1921 0:00,Open,X059,2185 BATHGATE AVENUE,1013674,250118,206,15,39500,2030490037,BX01,Claremont-Bathgate                                                         ,Sita Basu,PRINCIPAL,718-584-4730,718-584-7518,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.853141,-73.893639,0.971,100,49.4,291,50.6,5,0.9,174,30.3,384,66.8,8,1.4,4,0.7,162,28.2,97,16.9,575,575
482,2018,10X077,X077,Bedford Park Elementary School,3.21E+11,DOE,General Academic,Elementary,7/1/2014 0:00,Open,X177,3177 WEBSTER AVENUE,1018564,257153,207,11,42500,2033530040,BX43,Norwood                                                                    ,CAROLYN HEREDIA,PRINCIPAL,718-696-6400,718-696-6405,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.872559,-73.875375,0.871,86.3,44.1,200,55.9,44,12.3,27,7.5,232,64.8,7,2,48,13.4,52,14.5,103,28.8,309,358
483,2018,10X080,X080,J.H.S. 080 The Mosholu Parkway,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,7/1/1925 0:00,Open,X080,149 EAST MOSHOLU PKWY N,1017091,258749,207,11,41900,2033360035,BX43,Norwood                                                                    ,Emmanuel Polanco,PRINCIPAL,718-405-6300,718-405-6324,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.876819,-73.881245,0.887,90.6,44.4,384,55.6,88,12.7,89,12.9,474,68.6,6,0.9,34,4.9,157,22.7,232,33.6,626,691
484,2018,10X081,X081,P.S. 081 Robert J. Christen,3.21E+11,DOE,General Academic,Elementary,7/1/1926 0:00,Open,X081,5550 RIVERDALE AVENUE,1010606,268380,208,11,33700,2058501550,BX22,North Riverdale-Fieldston-Riverdale                                        ,Anna Kirrane,PRINCIPAL,718-796-8965,718-796-7242,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.903275,-73.904657,0.402,48,49.5,366,50.5,53,7.3,58,8,385,53.1,23,3.2,206,28.4,129,17.8,67,9.2,348,725
485,2018,10X085,X085,P.S. 085 Great Expectations,3.21E+11,DOE,General Academic,Elementary,7/1/1933 0:00,Open,X085,2400 MARION AVENUE,1013383,252139,205,15,38302,2030240021,BX40,Fordham South                                                              ,THEODORE HUSTED,PRINCIPAL,718-584-5275,718-584-7765,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.858689,-73.894682,0.954,95.9,49.3,483,50.7,9,0.9,258,27.1,678,71.1,5,0.5,3,0.3,194,20.4,262,27.5,914,953
486,2018,10X086,X086,P.S. 086 Kingsbridge Heights,3.21E+11,DOE,General Academic,Elementary,7/1/1928 0:00,Open,X086,2756 RESERVOIR AVENUE,1012719,255917,207,11,40900,2032470070,BX28,Van Cortlandt Village                                                      ,Fiona Tyson,PRINCIPAL,718-584-5585,718-584-7027,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.869061,-73.897066,0.919,87.4,49.3,846,50.7,63,3.8,108,6.5,1458,87.4,11,0.7,29,1.7,313,18.8,550,33,1459,1669
487,2018,10X091,X091,P.S. 091 Bronx,3.21E+11,DOE,General Academic,Elementary,7/1/1929 0:00,Open,X091,2200 AQUEDUCT AVENUE,1009839,251988,205,14,25100,2032080001,BX36,University Heights-Morris Heights                                          ,Meridith Struhl Nasjlett,PRINCIPAL,718-584-5805,718-584-7495,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.858286,-73.907494,0.946,94.1,50.6,359,49.4,29,4,123,16.9,548,75.4,14,1.9,13,1.8,149,20.5,286,39.3,684,727
488,2018,10X094,X094,P.S. 094 Kings College School,3.21E+11,DOE,General Academic,Elementary,7/1/1929 0:00,Open,X094,3530 KINGS COLLEGE PLACE,1018742,260151,207,11,43100,2033560036,BX43,Norwood                                                                    ,DIANE DAPROCIDA-SESIN,PRINCIPAL,718-405-6345,718-405-6358,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.880661,-73.875268,0.904,92.9,48.6,648,51.4,114,9,220,17.4,854,67.7,35,2.8,38,3,275,21.8,334,26.5,1172,1261
489,2018,10X095,X095,P.S. 095 Sheila Mencher,3.21E+11,DOE,General Academic,K-8,7/1/1933 0:00,Open,X095,3961 HILLMAN AVENUE,1014207,261015,208,11,28100,2032520182,BX28,Van Cortlandt Village                                                      ,SERGE DAVIS,PRINCIPAL,718-796-9200,718-796-7330,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.883049,-73.891664,0.854,81.2,48.6,662,51.4,80,6.2,219,17,903,70.1,25,1.9,61,4.7,251,19.5,229,17.8,1046,1288
490,2018,10X118,X118,J.H.S. 118 William W. Niles,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,7/1/1939 0:00,Open,X118,577 EAST 179 STREET,1013996,248501,206,15,37504,2030690001,BX17,East Tremont                                                               ,GIULIA COX,PRINCIPAL,718-584-2330,718-584-7763,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.848702,-73.892482,0.876,89.8,50.3,583,49.7,174,14.8,256,21.8,703,59.9,7,0.6,34,2.9,270,23,126,10.7,1054,1174
491,2018,10X141,X141,Riverdale / Kingsbridge Academy (Middle School / H,3.21E+11,DOE,General Academic,Secondary School,7/1/1957 0:00,Open,X141,660 WEST 237 STREET,1007990,262596,208,11,30900,2059180376,BX22,North Riverdale-Fieldston-Riverdale                                        ,LORI OMARA,PRINCIPAL,718-796-8516,718-796-8657,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.887407,-73.914141,0.469,51.4,49.8,759,50.2,117,7.7,136,9,854,56.4,22,1.5,384,25.4,298,19.7,102,6.7,778,1513
492,2018,10X159,X159,P.S. 159 Luis Munoz Marin Biling,3.21E+11,DOE,General Academic,Elementary,2/19/1992 0:00,Open,X159,2315 WASHINGTON AVENUE,1013812,251043,206,15,38500,2030380065,BX01,Claremont-Bathgate                                                         ,LUIS LIZ,PRINCIPAL,718-584-6140,718-584-7794,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.85568,-73.893136,0.927,86,55.4,86,44.6,0,0,25,13,162,83.9,2,1,4,2.1,24,12.4,52,26.9,166,193
493,2018,10X205,X205,P.S. 205 Fiorello LaGuardia,3.21E+11,DOE,General Academic,Elementary,7/1/1976 0:00,Open,X205,2475 SOUTHERN BOULEVARD,1016961,251076,206,15,39300,2031150021,BX06,Belmont                                                                    ,Jenneth Santiago,I.A. PRINCIPAL,718-584-6390,718-584-7941,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.855759,-73.881753,0.948,90.2,53.3,476,46.7,22,2.2,124,12.2,811,79.6,5,0.5,57,5.6,218,21.4,261,25.6,919,1019
494,2018,10X206,X206,I.S. 206 Ann Mersereau,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,7/1/1980 0:00,Open,X206,2280 AQUEDUCT AVENUE,1010173,252443,207,14,25300,2032090001,BX30,Kingsbridge Heights                                                        ,RAFAEL CABRAL,PRINCIPAL,718-584-1570,718-584-7928,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,NULL,NULL,NULL,40.859534,-73.906285,0.949,90.3,49.3,105,50.7,4,1.9,27,13,173,83.6,2,1,1,0.5,67,32.4,66,31.9,187,207
495,2018,10X207,X207,P.S. 207,3.21E+11,DOE,General Academic,Early Childhood,3/2/1988 0:00,Open,X819,3030 GODWIN TERRACE,1010190,259290,208,11,28900,2057010105,BX29,Spuyten Duyvil-Kingsbridge                                                 ,TARA OBRIEN,I.A. PRINCIPAL,718-796-9645,718-796-7206,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.878327,-73.906197,0.866,85.1,41.9,179,58.1,16,5.2,23,7.5,244,79.2,1,0.3,24,7.8,52,16.9,105,34.1,262,308
496,2018,10X209,X209,P.S. 209,3.21E+11,DOE,General Academic,Early Childhood,7/1/1993 0:00,Open,X209,313 EAST 183RD STREET,1012567,251462,205,15,38301,2031460075,BX40,Fordham South                                                              ,ANN KEEGAN,PRINCIPAL,718-364-0085,718-364-9548,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.856834,-73.897635,0.937,94.5,54.7,116,45.3,2,0.8,52,20.3,202,78.9,0,0,0,0,75,29.3,32,12.5,242,256
497,2018,10X213,X213,Bronx Engineering and Technology Academy,3.21E+11,DOE,General Academic,High school,9/8/2004 0:00,Open,X475,99 TERRACE VIEW AVENUE,1008396,258943,208,10,30900,1022150080,MN01,Marble Hill-Inwood                                                         ,Karalyne Sperling,PRINCIPAL,718-563-6678,718-741-5263,10,HS08,NULL,NULL,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 2- Affinity Group,HS08,H.S. Network 08 Superintendent Office,"MENDEZ, JUAN",40.877379,-73.912686,0.872,91.2,15.8,336,84.2,12,3,114,28.6,253,63.4,9,2.3,11,2.8,104,26.1,63,15.8,364,399
498,2018,10X225,X225,Theatre Arts Production Company School,3.21E+11,DOE,General Academic,Secondary School,7/1/1999 0:00,Open,X137,2225 WEBSTER AVENUE,1012632,250523,205,15,37900,2031430043,BX41,Mount Hope                                                                 ,Ron Link,PRINCIPAL,718-584-0832,718-584-5102,10,HS02,NULL,NULL,Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 1- Bronx,HS02,H.S. Network 02 Superintendent Office,"STAPLE, CARRON",40.854257,-73.897404,0.875,79.8,67.1,200,32.9,8,1.3,161,26.5,420,69.1,9,1.5,10,1.6,141,23.2,47,7.7,485,608
499,2018,10X226,X226,P.S. 226,3.21E+11,DOE,General Academic,Elementary,7/1/1999 0:00,Open,X826,1950 SEDGWICK AVENUE,1007466,251088,205,14,24900,2032220100,BX36,University Heights-Morris Heights                                          ,GLORIA DARDEN,PRINCIPAL,718-583-5560,718-583-5557,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,NULL,NULL,NULL,40.855822,-73.916076,0.937,96.7,49.6,241,50.4,2,0.4,104,21.8,369,77.2,3,0.6,0,0,80,16.7,115,24.1,462,478
